ROUTE,EMBARK_PORT,DISEMBARK_PORT,CABIN_TYPE,DURATION,CRUISE_REGION,BOOKING_WEEK_PRIOR,CANCEL_WEEK_PRIOR,EMBARK_REGION,DEBARK_REGION,PRICE_PAID,NO_OF_PEOPLE_ON_BOOKING
HKG-SOU,HKG,SOU,B,36,Southeast Asia,82,,China - Southern,UK,5944.294079,2
SIN-DXB,SIN,DXB,B,11,Southern Asia,58,,Singapore,UAE,1831.282635,2
SFO-SYD,SFO,SYD,I,20,South Pacific,49,,USA - West Coast,Australia - New South Wales,3788.182858,1
SOU-SFO,SOU,SFO,I,24,Panama Canal,1,,UK,USA - West Coast,,1
SOU-SFO,SOU,SFO,B,24,Panama Canal,46,,UK,USA - West Coast,3726.076589,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,30,,UK,USA - West Coast,3245.015232,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,29,29,UK,USA - West Coast,3897.265172,2
SOU-BNE,SOU,BNE,B,47,West Bound,24,,UK,Australia - Queensland,7341.17638,2
SOU-HKG,SOU,HKG,B,63,West Bound,55,,UK,China - Southern,9699.004917,2
SOU-SFO,SOU,SFO,I,24,Panama Canal,94,49,UK,USA - West Coast,1920.590602,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,50,,UK,USA - West Coast,3283.556196,2
SIN-DXB,SIN,DXB,O,11,Southern Asia,33,33,Singapore,UAE,1609.452394,2
SYD-BNE,SYD,BNE,I,3,South Coast/Tasmania,18,,Australia - New South Wales,Australia - Queensland,372.9939335,1
SIN-SOU,SIN,SOU,B,30,Southern Asia,97,,Singapore,UK,3732.009557,2
DXB-SOU,DXB,SOU,B,19,Middle East,17,,UAE,UK,1466.773958,2
DXB-SOU,DXB,SOU,B,19,Middle East,17,,UAE,UK,2292.433148,2
DXB-SOU,DXB,SOU,B,19,Middle East,53,,UAE,UK,3575.972473,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,51,50,Australia - New South Wales,Singapore,4011.619351,2
SOU-SOU,SOU,SOU,B,99,West Bound,93,14,UK,UK,14233.87783,2
SOU-SOU,SOU,SOU,I,99,West Bound,71,69,UK,UK,15630.08655,1
SIN-SOU,SIN,SOU,B,30,Southern Asia,58,38,Singapore,UK,3610.512454,2
SYD-DXB,SYD,DXB,B,36,Southeast Asia,68,,Australia - New South Wales,UAE,6505.703599,2
SYD-HKG,SYD,HKG,I,19,GB Reef/Queensland,55,54,Australia - New South Wales,China - Southern,2811.21126,2
SIN-SOU,SIN,SOU,B,30,Southern Asia,24,23,Singapore,UK,3658.706332,2
DXB-SOU,DXB,SOU,B,19,Middle East,61,59,UAE,UK,3360.797275,2
DXB-SOU,DXB,SOU,B,19,Middle East,44,41,UAE,UK,3224.794988,2
SOU-AKL,SOU,AKL,B,40,West Bound,49,,UK,New Zealand,4108.566995,2
SOU-SOU,SOU,SOU,B,99,West Bound,69,68,UK,UK,27790.88107,1
SOU-SOU,SOU,SOU,B,99,West Bound,65,,UK,UK,14942.3249,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,34,,UK,USA - West Coast,1934.627144,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,32,,UK,USA - West Coast,2212.050321,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,31,,UK,USA - West Coast,2042.887501,2
DXB-SOU,DXB,SOU,B,19,Middle East,43,,UAE,UK,3230.232105,2
DXB-SOU,DXB,SOU,I,19,Middle East,29,,UAE,UK,1329.259184,2
DXB-SOU,DXB,SOU,B,19,Middle East,26,,UAE,UK,1621.478415,2
DXB-SOU,DXB,SOU,B,19,Middle East,10,,UAE,UK,5753.283408,1
BNE-HKG,BNE,HKG,O,16,GB Reef/Queensland,18,17,Australia - Queensland,China - Southern,1662.375035,2
SOU-SOU,SOU,SOU,B,99,West Bound,54,,UK,UK,17771.47061,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,29,,UK,USA - West Coast,3117.547684,2
SYD-SIN,SYD,SIN,I,25,Southeast Asia,48,,Australia - New South Wales,Singapore,2480.019662,2
SYD-SIN,SYD,SIN,O,25,Southeast Asia,34,33,Australia - New South Wales,Singapore,5743.497103,1
SOU-SFO,SOU,SFO,B,24,Panama Canal,33,,UK,USA - West Coast,2304.840815,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,31,,UK,USA - West Coast,2985.128303,1
BNE-SOU,BNE,SOU,I,52,Southeast Asia,91,,Australia - Queensland,UK,6050.61108,2
SOU-SOU,SOU,SOU,B,99,West Bound,35,,UK,UK,13019.04232,2
SOU-SOU,SOU,SOU,B,99,West Bound,69,,UK,UK,16655.9119,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,37,36,Australia - New South Wales,UK,6016.175421,2
SYD-SOU,SYD,SOU,I,55,Southeast Asia,25,23,Australia - New South Wales,UK,6465.482157,2
SYD-SOU,SYD,SOU,I,55,Southeast Asia,48,48,Australia - New South Wales,UK,11027.81746,1
SOU-SFO,SOU,SFO,I,24,Panama Canal,15,,UK,USA - West Coast,2386.155983,1
SOU-SFO,SOU,SFO,B,24,Panama Canal,30,,UK,USA - West Coast,3599.509624,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,58,,China - Southern,UAE,3011.837211,2
SOU-SOU,SOU,SOU,I,99,West Bound,8,8,UK,UK,10972.48142,2
SOU-SOU,SOU,SOU,S,99,West Bound,44,,UK,UK,28803.64668,2
BNE-HKG,BNE,HKG,B,16,GB Reef/Queensland,14,,Australia - Queensland,China - Southern,1378.560536,2
SOU-SOU,SOU,SOU,B,99,West Bound,90,,UK,UK,26185.78517,1
HKG-DXB,HKG,DXB,B,17,Southeast Asia,45,,China - Southern,UAE,2079.553181,2
SOU-SOU,SOU,SOU,I,99,West Bound,33,23,UK,UK,15549.38238,1
HKG-DXB,HKG,DXB,B,17,Southeast Asia,54,54,China - Southern,UAE,2617.40126,2
HKG-SOU,HKG,SOU,B,36,Southeast Asia,57,,China - Southern,UK,4330.215411,2
HKG-SOU,HKG,SOU,O,36,Southeast Asia,56,,China - Southern,UK,6193.154672,1
SOU-SOU,SOU,SOU,O,99,West Bound,23,,UK,UK,15150.92864,1
HKG-SOU,HKG,SOU,I,36,Southeast Asia,107,107,China - Southern,UK,6841.549487,1
SIN-DXB,SIN,DXB,B,11,Southern Asia,41,,Singapore,UAE,1484.146699,2
SIN-SOU,SIN,SOU,B,30,Southern Asia,19,15,Singapore,UK,5360.947062,2
SOU-SYD,SOU,SYD,O,44,West Bound,33,33,UK,Australia - New South Wales,2781.06786,2
SOU-SYD,SOU,SYD,O,44,West Bound,31,,UK,Australia - New South Wales,5900.609261,2
SOU-SYD,SOU,SYD,B,44,West Bound,53,,UK,Australia - New South Wales,7039.543467,2
SOU-SYD,SOU,SYD,B,44,West Bound,36,,UK,Australia - New South Wales,3810.746933,2
SIN-DXB,SIN,DXB,B,11,Southern Asia,45,,Singapore,UAE,2327.535739,2
SIN-SOU,SIN,SOU,O,30,Southern Asia,50,26,Singapore,UK,3717.758474,2
SOU-SOU,SOU,SOU,I,99,West Bound,39,28,UK,UK,20235.83185,1
DXB-SOU,DXB,SOU,O,19,Middle East,45,,UAE,UK,1921.617458,2
DXB-SOU,DXB,SOU,B,19,Middle East,25,,UAE,UK,1600.581001,2
SFO-AKL,SFO,AKL,B,16,South Pacific,29,28,USA - West Coast,New Zealand,2153.27673,2
SFO-SYD,SFO,SYD,I,20,South Pacific,55,,USA - West Coast,Australia - New South Wales,4339.917148,1
SOU-SYD,SOU,SYD,I,44,West Bound,33,,UK,Australia - New South Wales,4698.233148,1
DXB-SOU,DXB,SOU,B,19,Middle East,24,,UAE,UK,2707.824255,2
DXB-SOU,DXB,SOU,B,19,Middle East,18,,UAE,UK,1463.136998,2
DXB-SOU,DXB,SOU,B,19,Middle East,33,32,UAE,UK,4486.748739,1
SFO-HKG,SFO,HKG,B,39,Australia/NZ,73,,USA - West Coast,China - Southern,6650.921509,2
DXB-SOU,DXB,SOU,B,19,Middle East,23,,UAE,UK,1684.984561,2
DXB-SOU,DXB,SOU,B,19,Middle East,21,,UAE,UK,1207.036619,2
SOU-SYD,SOU,SYD,I,44,West Bound,35,2,UK,Australia - New South Wales,5595.177291,1
AKL-SYD,AKL,SYD,B,4,New Zealand,10,,New Zealand,Australia - New South Wales,371.2737776,2
AKL-SYD,AKL,SYD,B,4,New Zealand,27,26,New Zealand,Australia - New South Wales,573.6068164,2
SYD-BNE,SYD,BNE,B,3,South Coast/Tasmania,14,13,Australia - New South Wales,Australia - Queensland,388.123636,2
SYD-HKG,SYD,HKG,O,19,GB Reef/Queensland,60,58,Australia - New South Wales,China - Southern,2999.215188,2
SFO-SYD,SFO,SYD,B,20,South Pacific,33,,USA - West Coast,Australia - New South Wales,2818.359827,2
SFO-SIN,SFO,SIN,B,45,Australia/NZ,96,96,USA - West Coast,Singapore,7375.948445,2
SFO-SYD,SFO,SYD,I,20,South Pacific,101,101,USA - West Coast,Australia - New South Wales,4230.346212,1
AKL-SYD,AKL,SYD,B,4,New Zealand,21,,New Zealand,Australia - New South Wales,478.733726,2
SYD-BNE,SYD,BNE,I,3,South Coast/Tasmania,16,15,Australia - New South Wales,Australia - Queensland,369.3908301,2
SFO-SYD,SFO,SYD,B,20,South Pacific,65,,USA - West Coast,Australia - New South Wales,3653.943426,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,31,,Australia - New South Wales,China - Southern,3791.563371,2
SFO-SYD,SFO,SYD,I,20,South Pacific,44,7,USA - West Coast,Australia - New South Wales,2895.187491,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,34,,Australia - New South Wales,Singapore,3702.933671,2
SYD-HKG,SYD,HKG,O,19,GB Reef/Queensland,51,,Australia - New South Wales,China - Southern,3387.953612,1
SYD-HKG,SYD,HKG,O,19,GB Reef/Queensland,48,,Australia - New South Wales,China - Southern,2195.605829,2
AKL-SYD,AKL,SYD,B,4,New Zealand,11,,New Zealand,Australia - New South Wales,591.5134919,2
SYD-SOU,SYD,SOU,I,55,Southeast Asia,44,44,Australia - New South Wales,UK,7182.449373,2
SYD-SIN,SYD,SIN,O,25,Southeast Asia,42,,Australia - New South Wales,Singapore,2489.858942,2
SYD-DXB,SYD,DXB,I,36,Southeast Asia,86,,Australia - New South Wales,UAE,3380.863826,2
SYD-SOU,SYD,SOU,O,55,Southeast Asia,27,,Australia - New South Wales,UK,6193.527399,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,31,9,Australia - New South Wales,Singapore,3060.131178,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,46,44,Australia - New South Wales,UK,8509.84526,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,40,,Australia - New South Wales,China - Southern,2694.305397,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,60,,China - Southern,UAE,2824.398779,2
HKG-DXB,HKG,DXB,O,17,Southeast Asia,46,,China - Southern,UAE,1712.699019,2
SYD-SOU,SYD,SOU,O,55,Southeast Asia,11,,Australia - New South Wales,UK,6205.273059,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,28,,Australia - New South Wales,UK,10466.29631,2
HKG-DXB,HKG,DXB,O,17,Southeast Asia,46,,China - Southern,UAE,2378.3782,2
BNE-SOU,BNE,SOU,B,52,Southeast Asia,39,,Australia - Queensland,UK,7875.139687,2
SYD-SIN,SYD,SIN,I,25,Southeast Asia,25,24,Australia - New South Wales,Singapore,2085.839514,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,30,29,Australia - New South Wales,Singapore,3347.950838,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,52,,Australia - New South Wales,UK,9709.875917,2
HKG-SOU,HKG,SOU,B,36,Southeast Asia,55,16,China - Southern,UK,5308.082313,2
SIN-DXB,SIN,DXB,B,11,Southern Asia,72,,Singapore,UAE,1749.572595,2
SIN-DXB,SIN,DXB,B,11,Southern Asia,55,,Singapore,UAE,1402.700756,2
SIN-DXB,SIN,DXB,B,11,Southern Asia,56,,Singapore,UAE,1339.17047,2
HKG-DXB,HKG,DXB,I,17,Southeast Asia,71,48,China - Southern,UAE,3449.097367,1
HKG-DXB,HKG,DXB,I,17,Southeast Asia,65,,China - Southern,UAE,1917.883524,2
BNE-HKG,BNE,HKG,B,16,GB Reef/Queensland,13,,Australia - Queensland,China - Southern,1279.121241,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,92,,China - Southern,UAE,2698.62502,2
DXB-SOU,DXB,SOU,O,19,Middle East,89,,UAE,UK,2657.006615,2
DXB-SOU,DXB,SOU,I,19,Middle East,44,,UAE,UK,1781.261756,2
DXB-SOU,DXB,SOU,B,19,Middle East,19,17,UAE,UK,1845.457156,2
HKG-SOU,HKG,SOU,O,36,Southeast Asia,49,,China - Southern,UK,3753.11777,2
DXB-SOU,DXB,SOU,I,19,Middle East,51,,UAE,UK,2343.457679,2
SIN-SOU,SIN,SOU,B,30,Southern Asia,82,53,Singapore,UK,5148.449718,2
SIN-SOU,SIN,SOU,B,30,Southern Asia,74,,Singapore,UK,9123.798942,1
DXB-SOU,DXB,SOU,B,19,Middle East,39,,UAE,UK,2870.750551,1
DXB-SOU,DXB,SOU,B,19,Middle East,95,,UAE,UK,3248.576361,2
DXB-SOU,DXB,SOU,B,19,Middle East,16,,UAE,UK,2906.96074,2
DXB-SOU,DXB,SOU,B,19,Middle East,40,,UAE,UK,1792.937605,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,84,84,UK,USA - West Coast,3211.207105,2
SOU-SOU,SOU,SOU,B,99,West Bound,94,11,UK,UK,13270.43314,2
SOU-SOU,SOU,SOU,B,99,West Bound,91,,UK,UK,14672.65571,2
SOU-SOU,SOU,SOU,B,99,West Bound,91,,UK,UK,12673.42743,2
SOU-SOU,SOU,SOU,B,99,West Bound,70,,UK,UK,15055.97885,2
SOU-SOU,SOU,SOU,O,99,West Bound,59,,UK,UK,12437.0306,2
SOU-AKL,SOU,AKL,O,40,West Bound,42,,UK,New Zealand,5272.717767,2
SOU-SOU,SOU,SOU,B,99,West Bound,43,,UK,UK,15194.24062,2
SOU-SYD,SOU,SYD,I,44,West Bound,36,,UK,Australia - New South Wales,2914.974355,2
SOU-SYD,SOU,SYD,B,44,West Bound,36,,UK,Australia - New South Wales,3700.351842,2
SOU-SYD,SOU,SYD,I,44,West Bound,35,,UK,Australia - New South Wales,7479.852059,1
SOU-SFO,SOU,SFO,B,24,Panama Canal,47,,UK,USA - West Coast,3020.646324,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,28,28,UK,USA - West Coast,4055.333137,2
SOU-SOU,SOU,SOU,S,99,West Bound,70,,UK,UK,20337.38088,2
SOU-SYD,SOU,SYD,B,44,West Bound,11,,UK,Australia - New South Wales,7172.57645,2
SOU-SOU,SOU,SOU,B,99,West Bound,79,27,UK,UK,25511.80811,1
SOU-SOU,SOU,SOU,I,99,West Bound,36,,UK,UK,10531.63891,2
SFO-SYD,SFO,SYD,B,20,South Pacific,51,,USA - West Coast,Australia - New South Wales,3186.031958,2
SOU-SOU,SOU,SOU,B,99,West Bound,46,,UK,UK,16882.22335,2
AKL-SYD,AKL,SYD,B,4,New Zealand,15,,New Zealand,Australia - New South Wales,615.9928069,2
SYD-BNE,SYD,BNE,O,3,South Coast/Tasmania,26,,Australia - New South Wales,Australia - Queensland,320.9386498,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,21,,Australia - New South Wales,China - Southern,1925.325116,2
SYD-HKG,SYD,HKG,I,19,GB Reef/Queensland,15,,Australia - New South Wales,China - Southern,1812.098912,1
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,35,26,Australia - New South Wales,China - Southern,2757.742302,2
AKL-SIN,AKL,SIN,B,29,Southeast Asia,69,69,New Zealand,Singapore,4611.562504,2
SYD-SIN,SYD,SIN,O,25,Southeast Asia,15,,Australia - New South Wales,Singapore,2046.332717,2
AKL-SYD,AKL,SYD,B,4,New Zealand,20,,New Zealand,Australia - New South Wales,535.3909963,2
AKL-SYD,AKL,SYD,B,4,New Zealand,18,,New Zealand,Australia - New South Wales,335.4025088,2
SYD-SOU,SYD,SOU,O,55,Southeast Asia,13,,Australia - New South Wales,UK,7160.178073,2
SYD-SOU,SYD,SOU,I,55,Southeast Asia,7,,Australia - New South Wales,UK,4557.680002,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,31,29,Australia - New South Wales,UK,8854.072343,1
BNE-HKG,BNE,HKG,O,16,GB Reef/Queensland,10,,Australia - Queensland,China - Southern,805.765436,2
SYD-SIN,SYD,SIN,I,25,Southeast Asia,25,,Australia - New South Wales,Singapore,1965.505446,2
SYD-SIN,SYD,SIN,O,25,Southeast Asia,13,,Australia - New South Wales,Singapore,1818.106571,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,33,,Australia - New South Wales,Singapore,2374.84119,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,103,,China - Southern,UAE,2607.625048,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,59,42,China - Southern,UAE,3060.659822,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,99,,Australia - New South Wales,UK,6808.595967,2
SYD-SOU,SYD,SOU,O,55,Southeast Asia,45,43,Australia - New South Wales,UK,9594.775755,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,56,,China - Southern,UAE,3041.509803,2
BNE-HKG,BNE,HKG,B,16,GB Reef/Queensland,15,,Australia - Queensland,China - Southern,2245.839019,2
BNE-HKG,BNE,HKG,B,16,GB Reef/Queensland,28,27,Australia - Queensland,China - Southern,1679.06869,2
HKG-SOU,HKG,SOU,B,36,Southeast Asia,74,,China - Southern,UK,6417.501828,2
HKG-SOU,HKG,SOU,O,36,Southeast Asia,73,52,China - Southern,UK,5170.325691,2
BNE-SOU,BNE,SOU,B,52,Southeast Asia,56,38,Australia - Queensland,UK,7654.241494,2
SIN-DXB,SIN,DXB,I,11,Southern Asia,10,,Singapore,UAE,932.1331956,2
SIN-SOU,SIN,SOU,O,30,Southern Asia,42,,Singapore,UK,3850.117371,2
SIN-SOU,SIN,SOU,B,30,Southern Asia,29,28,Singapore,UK,6504.912399,2
HKG-DXB,HKG,DXB,O,17,Southeast Asia,69,,China - Southern,UAE,2215.200172,2
DXB-SOU,DXB,SOU,B,19,Middle East,47,28,UAE,UK,3359.409993,2
HKG-DXB,HKG,DXB,I,17,Southeast Asia,21,,China - Southern,UAE,,2
DXB-SOU,DXB,SOU,B,19,Middle East,46,,UAE,UK,2585.063954,2
DXB-SOU,DXB,SOU,I,19,Middle East,26,,UAE,UK,1043.210354,2
DXB-SOU,DXB,SOU,B,19,Middle East,23,,UAE,UK,3201.376322,2
HKG-SOU,HKG,SOU,B,36,Southeast Asia,100,,China - Southern,UK,4949.237137,2
DXB-SOU,DXB,SOU,O,19,Middle East,59,,UAE,UK,2332.305865,2
SIN-DXB,SIN,DXB,B,11,Southern Asia,38,,Singapore,UAE,1229.061195,2
DXB-SOU,DXB,SOU,B,19,Middle East,10,,UAE,UK,1681.452945,2
SOU-AKL,SOU,AKL,S,40,West Bound,91,16,UK,New Zealand,10797.01302,2
SOU-AKL,SOU,AKL,B,40,West Bound,36,,UK,New Zealand,5642.654675,2
SOU-AKL,SOU,AKL,I,40,West Bound,35,35,UK,New Zealand,5087.459321,2
SOU-AKL,SOU,AKL,B,40,West Bound,34,,UK,New Zealand,6933.193534,2
SOU-AKL,SOU,AKL,B,40,West Bound,41,,UK,New Zealand,9477.782875,1
SOU-SFO,SOU,SFO,I,24,Panama Canal,38,,UK,USA - West Coast,1048.263826,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,37,,UK,USA - West Coast,1679.282887,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,28,,UK,USA - West Coast,3166.910572,2
SOU-SOU,SOU,SOU,O,99,West Bound,33,,UK,UK,13574.94453,2
SOU-AKL,SOU,AKL,B,40,West Bound,49,14,UK,New Zealand,6365.394183,2
SOU-SOU,SOU,SOU,B,99,West Bound,16,,UK,UK,17541.51013,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,38,,UK,USA - West Coast,2048.355694,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,37,0,UK,USA - West Coast,1963.624921,2
SOU-SOU,SOU,SOU,O,99,West Bound,46,15,UK,UK,11322.36387,2
SOU-SYD,SOU,SYD,I,44,West Bound,36,,UK,Australia - New South Wales,2680.376845,2
SOU-SYD,SOU,SYD,B,44,West Bound,36,,UK,Australia - New South Wales,4264.760468,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,33,,UK,USA - West Coast,2431.797995,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,31,,UK,USA - West Coast,3034.474152,2
SOU-SYD,SOU,SYD,I,44,West Bound,36,,UK,Australia - New South Wales,2873.427464,2
SOU-SYD,SOU,SYD,I,44,West Bound,35,34,UK,Australia - New South Wales,5542.032371,2
SOU-AKL,SOU,AKL,B,40,West Bound,42,,UK,New Zealand,7138.531648,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,11,,UK,USA - West Coast,2137.193958,2
SOU-SOU,SOU,SOU,B,99,West Bound,94,,UK,UK,24197.31193,1
SOU-SOU,SOU,SOU,B,99,West Bound,93,16,UK,UK,12121.77644,2
SOU-SYD,SOU,SYD,B,44,West Bound,7,,UK,Australia - New South Wales,8142.838997,2
SOU-SYD,SOU,SYD,I,44,West Bound,30,,UK,Australia - New South Wales,2682.856652,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,38,15,UK,USA - West Coast,1901.013557,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,37,,UK,USA - West Coast,1607.059328,2
SOU-SOU,SOU,SOU,I,99,West Bound,91,33,UK,UK,11256.72317,2
SFO-AKL,SFO,AKL,I,16,South Pacific,1,,USA - West Coast,New Zealand,527.7564053,2
SFO-HKG,SFO,HKG,B,39,Australia/NZ,67,,USA - West Coast,China - Southern,5969.455485,2
SFO-SYD,SFO,SYD,I,20,South Pacific,70,,USA - West Coast,Australia - New South Wales,2281.453208,2
SOU-SFO,SOU,SFO,I,24,Panama Canal,35,,UK,USA - West Coast,1593.772575,2
SOU-SFO,SOU,SFO,O,24,Panama Canal,33,,UK,USA - West Coast,1131.172106,2
SOU-SOU,SOU,SOU,B,99,West Bound,71,,UK,UK,14529.59533,2
SFO-SYD,SFO,SYD,B,20,South Pacific,53,,USA - West Coast,Australia - New South Wales,3372.798138,2
SOU-SOU,SOU,SOU,S,99,West Bound,93,,UK,UK,18512.30736,2
SOU-SOU,SOU,SOU,B,99,West Bound,81,,UK,UK,17349.92511,2
SOU-SOU,SOU,SOU,O,99,West Bound,59,40,UK,UK,9443.389195,2
SFO-SYD,SFO,SYD,O,20,South Pacific,51,,USA - West Coast,Australia - New South Wales,2748.864747,2
SFO-SYD,SFO,SYD,B,20,South Pacific,47,,USA - West Coast,Australia - New South Wales,2550.547769,2
SOU-SOU,SOU,SOU,B,99,West Bound,78,,UK,UK,15691.37167,2
SOU-SOU,SOU,SOU,I,99,West Bound,98,98,UK,UK,11964.6849,2
SOU-SOU,SOU,SOU,O,99,West Bound,98,98,UK,UK,7990.409213,4
SOU-SOU,SOU,SOU,B,99,West Bound,28,,UK,UK,15670.78488,2
SOU-SOU,SOU,SOU,I,99,West Bound,21,,UK,UK,8701.239953,2
AKL-SOU,AKL,SOU,S,59,Southeast Asia,30,,New Zealand,UK,13804.08985,2
SOU-SYD,SOU,SYD,S,44,West Bound,59,,UK,Australia - New South Wales,7788.234756,3
AKL-SYD,AKL,SYD,I,4,New Zealand,19,,New Zealand,Australia - New South Wales,444.6423797,2
SFO-AKL,SFO,AKL,I,16,South Pacific,7,,USA - West Coast,New Zealand,769.8277897,2
SFO-SYD,SFO,SYD,I,20,South Pacific,93,,USA - West Coast,Australia - New South Wales,2790.45072,1
SFO-SYD,SFO,SYD,B,20,South Pacific,65,,USA - West Coast,Australia - New South Wales,3254.887866,2
SYD-BNE,SYD,BNE,B,3,South Coast/Tasmania,4,,Australia - New South Wales,Australia - Queensland,462.9337544,2
SOU-SOU,SOU,SOU,B,99,West Bound,24,,UK,UK,13556.74511,2
SOU-BNE,SOU,BNE,I,47,West Bound,4,,UK,Australia - Queensland,,1
SOU-SFO,SOU,SFO,B,24,Panama Canal,38,,UK,USA - West Coast,1884.162667,2
SFO-SYD,SFO,SYD,I,20,South Pacific,34,,USA - West Coast,Australia - New South Wales,3632.462408,2
SFO-SYD,SFO,SYD,I,20,South Pacific,45,,USA - West Coast,Australia - New South Wales,3067.263381,2
SOU-SYD,SOU,SYD,B,44,West Bound,62,,UK,Australia - New South Wales,6614.715407,2
SOU-SYD,SOU,SYD,B,44,West Bound,56,56,UK,Australia - New South Wales,6706.804289,2
SOU-SYD,SOU,SYD,B,44,West Bound,38,,UK,Australia - New South Wales,7731.456142,2
SOU-SYD,SOU,SYD,I,44,West Bound,36,,UK,Australia - New South Wales,4927.593492,1
SOU-SFO,SOU,SFO,B,24,Panama Canal,38,5,UK,USA - West Coast,2202.243098,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,38,,UK,USA - West Coast,2228.118834,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,35,,UK,USA - West Coast,2236.530856,2
AKL-SOU,AKL,SOU,B,59,Southeast Asia,62,,New Zealand,UK,18450.62394,1
SYD-SIN,SYD,SIN,I,25,Southeast Asia,6,,Australia - New South Wales,Singapore,1782.27128,2
SOU-SYD,SOU,SYD,B,44,West Bound,8,,UK,Australia - New South Wales,3752.932457,2
SOU-SYD,SOU,SYD,I,44,West Bound,7,,UK,Australia - New South Wales,5352.97275,2
SOU-SYD,SOU,SYD,B,44,West Bound,21,,UK,Australia - New South Wales,6425.881926,2
AKL-SYD,AKL,SYD,B,4,New Zealand,12,11,New Zealand,Australia - New South Wales,609.2305319,2
SYD-SIN,SYD,SIN,O,25,Southeast Asia,53,52,Australia - New South Wales,Singapore,2983.183434,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,35,,Australia - New South Wales,Singapore,4055.462723,2
SFO-SYD,SFO,SYD,B,20,South Pacific,87,,USA - West Coast,Australia - New South Wales,3687.00494,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,56,,Australia - New South Wales,China - Southern,2808.35565,2
SFO-SYD,SFO,SYD,B,20,South Pacific,54,,USA - West Coast,Australia - New South Wales,2712.996351,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,5,,Australia - New South Wales,China - Southern,1341.509274,2
BNE-SOU,BNE,SOU,I,52,Southeast Asia,105,105,Australia - Queensland,UK,8513.428578,1
SFO-SYD,SFO,SYD,B,20,South Pacific,51,,USA - West Coast,Australia - New South Wales,3542.148666,2
SFO-SYD,SFO,SYD,I,20,South Pacific,48,,USA - West Coast,Australia - New South Wales,2989.538807,2
AKL-SOU,AKL,SOU,B,59,Southeast Asia,61,,New Zealand,UK,9603.55778,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,28,,Australia - New South Wales,China - Southern,1710.267236,2
BNE-SOU,BNE,SOU,I,52,Southeast Asia,67,44,Australia - Queensland,UK,6625.943776,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,69,,China - Southern,UAE,3206.1367,2
SOU-BNE,SOU,BNE,B,47,West Bound,49,,UK,Australia - Queensland,6851.175385,2
SOU-BNE,SOU,BNE,B,47,West Bound,39,,UK,Australia - Queensland,8449.085976,2
AKL-SOU,AKL,SOU,I,59,Southeast Asia,54,,New Zealand,UK,6956.802463,2
AKL-SYD,AKL,SYD,O,4,New Zealand,23,22,New Zealand,Australia - New South Wales,485.4563096,2
SOU-SOU,SOU,SOU,I,99,West Bound,34,,UK,UK,12036.78997,2
